Label,Eggplant_ID,Timestamp,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6,Ch_7,Ch_8,Ch_9,Ch_10,Ch_11,Ch_12,Ch_13,Ch_14,Ch_15,Ch_16,Ch_17,Ch_18
Healthy,"H21, H22_S0",2026-04-21 14:07:08,55.778465270996094,245.9488525390625,1121.797607421875,439.8536376953125,417.0666809082031,593.34423828125,46.822139739990234,42.57881164550781,24.42884635925293,35.270362854003906,3.0381176471710205,3.7385175228118896,1331.016357421875,721.6174926757812,1516.8419189453125,788.9890747070312,253.34024047851562,116.09983825683594
Healthy,"H21, H22_S1",2026-04-21 14:07:08,93.70357513427734,579.1707153320312,1865.304443359375,436.4589538574219,647.1856689453125,1175.6904296875,72.39247131347656,82.02755737304688,49.888607025146484,53.44382858276367,4.043641567230225,5.739799499511719,1263.6728515625,796.8036499023438,2136.75439453125,1121.7103271484375,323.3217468261719,145.33045959472656
Healthy,"H21, H22_S0",2026-04-21 14:07:11,60.205326080322266,327.2937927246094,1523.2252197265625,478.26080322265625,536.5548095703125,834.2202758789062,50.849849700927734,47.78289031982422,26.057435989379883,28.456769943237305,3.0381176471710205,3.7385175228118896,567.2003173828125,332.5636291503906,1182.2861328125,635.6155395507812,176.96005249023438,72.43836212158203
Healthy,"H21, H22_S1",2026-04-21 14:07:11,48.88882064819336,210.2661895751953,796.1553955078125,231.21434020996094,319.170166015625,449.46868896484375,51.79806137084961,52.42362976074219,30.432050704956055,42.65700149536133,3.3697011470794678,3.8265328407287598,588.5599365234375,328.3416748046875,1191.2950439453125,638.5120849609375,193.99305725097656,82.39207458496094
Healthy,"H21, H22_S0",2026-04-21 14:07:15,82.33963775634766,444.0477294921875,1865.0802001953125,644.69189453125,581.4579467773438,811.7656860351562,116.80361938476562,101.71604919433594,48.85769271850586,65.73113250732422,4.860988140106201,5.607776165008545,712.345947265625,439.1662292480469,1282.2275390625,673.2215576171875,200.40347290039062,82.36141967773438
Healthy,"H21, H22_S1",2026-04-21 14:07:15,54.5925178527832,335.1117248535156,1042.67138671875,422.21746826171875,851.3661499023438,1368.1256103515625,91.73873901367188,94.36253356933594,59.3674430847168,91.1977310180664,6.065462112426758,6.696432590484619,1509.483154296875,629.4957885742188,1822.4073486328125,887.507080078125,288.3680419921875,121.2994384765625
Healthy,"H21, H22_S0",2026-04-21 14:07:22,67.2883071899414,316.7668151855469,1356.4219970703125,627.3172607421875,683.44140625,994.1238403320312,46.822139739990234,43.051910400390625,23.614551544189453,28.857568740844727,2.4304940700531006,2.8038880825042725,648.5230712890625,389.05389404296875,1296.4036865234375,697.5548706054688,196.62228393554688,81.3691177368164
Healthy,"H21, H22_S1",2026-04-21 14:07:22,159.70347595214844,2563.557861328125,9541.08203125,758.9862060546875,2068.340576171875,3610.709228515625,288.3217468261719,275.0698547363281,124.2226333618164,145.13186645507812,14.152745246887207,15.306131362915039,1240.592041015625,213.31752014160156,171.68190002441406,109.29485321044922,101.36573791503906,41.19603729248047
Healthy,"H21, H22_S0",2026-04-21 14:07:26,66.4029312133789,371.3157653808594,1604.7938232421875,480.0897216796875,508.3951721191406,842.3855590820312,62.42951965332031,63.39512252807617,34.6075325012207,34.4687614440918,3.6457412242889404,4.673146724700928,467.3483581542969,312.5187072753906,1105.7352294921875,588.4236450195312,161.0790252685547,64.49990844726562
Healthy,"H21, H22_S1",2026-04-21 14:07:26,11.407391548156738,94.80752563476562,419.990234375,93.82610321044922,341.2835693359375,545.3463134765625,209.06446838378906,179.4738311767578,53.38080978393555,123.55821228027344,10.78304386138916,8.609699249267578,855.1430053710938,256.1901550292969,106.39441680908203,92.03777313232422,91.75347137451172,46.91770553588867
Healthy,"H21, H22_S0",2026-04-21 14:07:30,61.976070404052734,360.7887878417969,1535.1397705078125,523.983642578125,447.509521484375,634.1707153320312,88.1061782836914,74.27637481689453,49.6719856262207,78.15591430664062,4.860988140106201,6.542405605316162,2105.12646484375,990.4017944335938,1723.10400390625,903.2819213867188,310.0581970214844,142.89210510253906
Healthy,"H21, H22_S1",2026-04-21 14:07:30,25.25922393798828,307.8897705078125,567.8998413085938,249.6444549560547,364.13409423828125,167.95578002929688,54.29435348510742,109.78124237060547,104.76607513427734,23.044588088989258,4.043641567230225,13.392865180969238,221.5755157470703,229.00262451171875,32.24073028564453,32.87063217163086,45.439815521240234,53.783714294433594
Healthy,"H21, H22_S0",2026-04-21 14:07:37,81.45426940917969,333.0357971191406,1403.16357421875,628.231689453125,707.795654296875,1048.55908203125,67.96762084960938,72.8570785522461,37.86471176147461,78.55671691894531,72.30719757080078,29.908140182495117,642.3466186523438,393.60955810546875,1341.058349609375,762.4436645507812,279.8086242675781,145.8690185546875
Healthy,"H21, H22_S1",2026-04-21 14:07:37,43.185123443603516,303.1963195800781,579.7691040039062,235.4029998779297,339.809326171875,175.4355926513672,72.39247131347656,115.33198547363281,97.78166961669922,54.4244499206543,38.41459274291992,22.959197998046875,235.42398071289062,265.6012268066406,95.91617584228516,134.76959228515625,162.53472900390625,180.80482482910156
Healthy,"H21, H22_S0",2026-04-21 14:07:41,80.56889343261719,360.7887878417969,1451.7381591796875,444.4259033203125,458.9255676269531,789.9916381835938,76.02304077148438,84.68452453613281,46.821956634521484,68.9375228881836,61.36997604370117,28.038881301879883,442.6427001953125,323.4523010253906,1163.1483154296875,668.0599365234375,261.65887451171875,146.861328125
Healthy,"H21, H22_S1",2026-04-21 14:07:41,1039.7022705078125,9515.4833984375,22482.259765625,12142.103515625,15266.3583984375,15996.59765625,340.7438659667969,468.1121520996094,350.218017578125,328.5079345703125,183.98568725585938,140.6250762939453,10389.814453125,1409.5687255859375,1052.659912109375,661.521484375,764.6122436523438,425.6923522949219
Healthy,"H21, H22_S0",2026-04-21 14:07:44,75.25666046142578,445.0047302246094,1778.9290771484375,558.7329711914062,493.17376708984375,696.0908203125,121.33479309082031,89.4155044555664,54.55775833129883,82.16390991210938,17.013458251953125,12.150181770324707,2011.4508056640625,965.8012084960938,1681.9932861328125,902.5445556640625,337.2828369140625,166.70745849609375
Healthy,"H21, H22_S1",2026-04-21 14:07:44,57.85177230834961,458.07989501953125,834.5023193359375,425.56842041015625,585.2681274414062,305.31231689453125,80.50542449951172,140.00192260742188,148.6680450439453,42.166690826416016,30.32731056213379,31.56889533996582,245.81033325195312,233.18531799316406,72.5416488647461,81.35482025146484,109.2303237915039,121.2994384765625
Healthy,"H21, H22_S0",2026-04-21 14:07:52,77.02740478515625,329.2077941894531,1385.75,646.5208129882812,691.8131713867188,993.443359375,66.960693359375,72.38397979736328,37.86471176147461,76.55271911621094,69.26908111572266,28.038881301879883,648.5230712890625,388.14276123046875,1323.3382568359375,747.6962280273438,267.70880126953125,137.93057250976562
Healthy,"H21, H22_S1",2026-04-21 14:07:52,43.99993896484375,634.5533447265625,459.25018310546875,449.0249328613281,410.5722351074219,2279.982666015625,182.2293243408203,215.86199951171875,141.18475341796875,51.972900390625,16.1745662689209,22.959197998046875,425.8404541015625,621.1304321289062,110.42450714111328,56.70184326171875,84.76273345947266,46.91770553588867
Healthy,"H21, H22_S0",2026-04-21 14:25:20,54.89309310913086,244.03485107421875,1118.131591796875,441.6825256347656,414.02239990234375,587.2202758789062,46.822139739990234,41.63261795043945,24.021697998046875,34.869564056396484,3.0381176471710205,3.7385175228118896,1280.57568359375,697.9280395507812,1476.43994140625,768.3426513671875,245.77784729003906,113.12291717529297
Healthy,"H21, H22_S1",2026-04-21 14:25:20,39.11105728149414,199.94061279296875,587.0733032226562,340.9573669433594,470.2784423828125,692.2225952148438,653.4044799804688,596.3958740234375,330.2625732421875,270.1610107421875,18.196386337280273,22.959197998046875,2973.958984375,1471.263427734375,2840.408447265625,1493.1485595703125,457.0196838378906,192.2481689453125
