Label,Timestamp,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6,Ch_7,Ch_8,Ch_9,Ch_10,Ch_11,Ch_12,Ch_13,Ch_14,Ch_15,Ch_16,Ch_17,Ch_18
Infested,2026-02-09 15:27:09,23.62959671020508,97.62358856201172,355.1656494140625,144.090087890625,148.15982055664062,191.7551727294922,39.31660079956055,42.5556526184082,26.440961837768555,31.379863739013672,2.69576096534729,2.86989974975586,888.6101684570312,657.72900390625,1691.0263671875,964.7531127929688,315.4571838378906,140.7531280517578
Infested,2026-02-09 15:27:13,22.81478309631348,96.68489837646484,351.5135498046875,143.2523651123047,147.42271423339844,191.0751953125,39.31660079956055,41.93890380859375,26.440961837768555,30.88955307006836,2.69576096534729,2.86989974975586,881.6859130859375,614.8563842773438,1632.18701171875,926.130126953125,306.71875,136.17578125
Infested,2026-02-09 15:27:18,22.81478309631348,96.68489837646484,350.6005249023437,141.57688903808594,147.42271423339844,190.3952178955078,39.31660079956055,41.93890380859375,26.440961837768555,30.88955307006836,2.69576096534729,2.86989974975586,878.2238159179688,606.490966796875,1620.0968017578125,917.9124145507812,304.9710693359375,136.17578125
Infested,2026-02-09 15:27:24,22.81478309631348,95.74620819091795,349.6875,141.57688903808594,147.42271423339844,189.71522521972656,39.31660079956055,41.93890380859375,26.440961837768555,30.88955307006836,2.69576096534729,2.86989974975586,874.7616577148438,602.3082885742188,1609.6185302734375,909.6947631835938,303.223388671875,135.0314483642578
Infested,2026-02-09 15:27:28,22.81478309631348,96.68489837646484,347.8614807128906,141.57688903808594,146.6855926513672,190.3952178955078,39.31660079956055,41.93890380859375,25.94207572937012,30.88955307006836,2.69576096534729,2.86989974975586,872.45361328125,613.8106689453125,1603.17041015625,906.40771484375,302.3495483398437,135.0314483642578
Infested,2026-02-09 15:27:33,22.81478309631348,95.74620819091795,347.8614807128906,140.73916625976562,146.6855926513672,190.3952178955078,39.31660079956055,41.93890380859375,25.94207572937012,30.88955307006836,2.69576096534729,2.86989974975586,871.299560546875,610.6736450195312,1597.5281982421875,903.1206665039062,301.4757080078125,133.88711547851562
Infested,2026-02-09 15:31:52,23.62959671020508,118.27472686767578,456.5111083984375,170.059814453125,185.0155029296875,238.6739959716797,67.39988708496094,69.69258880615234,47.3941764831543,88.74617767333984,5.39152193069458,5.739799499511719,1308.680419921875,1124.099609375,2389.038330078125,1386.3189697265625,433.4259338378906,199.1141662597656
Infested,2026-02-09 15:31:56,21.999969482421875,107.94915771484376,416.338134765625,160.84475708007812,170.27322387695312,220.314453125,66.15174102783203,69.07584381103516,46.39640426635742,86.29462432861328,5.39152193069458,4.78316593170166,1308.680419921875,1225.530029296875,2374.52978515625,1394.53662109375,433.4259338378906,202.54718017578125
Infested,2026-02-09 15:31:59,21.999969482421875,105.13309478759766,409.9469909667969,157.4938201904297,168.0618896484375,216.91455078125,66.15174102783203,69.07584381103516,45.89751815795898,85.31400299072266,4.717581748962402,4.78316593170166,1306.372314453125,1207.7535400390625,2359.215576171875,1388.7843017578125,431.6782531738281,202.54718017578125
Infested,2026-02-09 15:34:09,30.14810562133789,147.3740692138672,557.8565673828125,183.4635467529297,199.02066040039065,256.3535461425781,46.805477142333984,51.19013214111328,34.42313766479492,54.4244499206543,4.043641567230225,3.82653284072876,1184.044189453125,650.4093017578125,1566.8995361328125,878.4677124023438,299.7279968261719,138.46444702148438
